,wikidata,osmid,type
891,Q10543682,290110960,way
892,Q10543760,252471692,way
893,Q10543786,290587861,way
894,Q10543808,530765960,way
895,Q10543808,530765960,way
896,Q737220,75070676,way
897,Q18291194,271614252,way
898,Q1736102,37079169,way
899,Q1736102,37079169,way
900,Q10544410,413991915,way
901,Q10544454,447922952,node
902,Q10544501,52059392,way
903,Q10545168,243042821,way
904,Q10545351,543392597,way
905,Q6644130,668956882,node
906,Q10545620,529081639,way
907,Q10545647,983674580,way
908,Q10545654,2506838421,node
909,Q10545682,282741811,way
910,Q10545804,250774470,way
911,Q1742908,74851544,way
912,Q10545886,24269532,way
913,Q10545920,124080798,way
914,Q10545969,2021371659,node
915,Q1540683,163637452,way
916,Q10546436,159114092,way
917,Q18291268,263687668,way
918,Q10546551,365634668,way
919,Q10546569,521157907,way
920,Q10546674,26647783,way
921,Q10546692,221699187,way
922,Q18451330,368145326,way
923,Q10546782,2413901404,node
924,Q10546802,523949548,way
925,Q10546807,60320854,way
926,Q18291287,243123581,way
927,Q10548139,301566785,way
928,Q10548172,232202613,way
929,Q10548182,346099815,way
930,Q10548215,1513160689,node
931,Q10548216,2077488132,node
932,Q10548218,65662245,way
933,Q28380122,582863520,node
934,Q10548254,115941553,way
935,Q10548378,4712684945,node
936,Q18451405,478082777,way
937,Q10549139,445132413,way
938,Q4377302,3077497347,node
939,Q10549237,593690442,way
940,Q10549242,589302517,way
941,Q10549243,531222939,way
942,Q10549242,589302517,way
943,Q10549254,274103828,way
944,Q10549263,185873932,way
945,Q1789436,83775202,way
946,Q10549394,113515260,way
947,Q10549395,949544151,way
948,Q10549526,37264726,way
949,Q10549556,380421212,way
950,Q10549881,418326775,way
951,Q18291444,299628796,way
952,Q10549917,124510296,way
953,Q3370587,227907894,way
954,Q3370599,329999706,way
955,Q10550086,241261492,way
956,Q10550102,5365470,way
957,Q10550245,1008215944,way
958,Q10550251,430070190,way
959,Q10550263,147816215,way
960,Q10550304,173778727,way
961,Q10550315,316097403,node
962,Q5487617,28300619,way
963,Q5487617,28300619,way
964,Q10550339,41175063,way
965,Q1742905,336357873,way
966,Q10550353,1717529665,node
967,Q10550400,733411897,way
968,Q10550404,520390086,way
969,Q10550418,137720407,way
970,Q10550931,415419683,node
971,Q18291521,98460536,way
972,Q10551070,539930985,way
973,Q10551085,645060226,way
974,Q10551092,337691070,way
975,Q10551096,217691416,way
976,Q10551099,475714707,way
977,Q10551135,124492797,way
978,Q29892536,626005250,way
979,Q10551201,289365580,way
980,Q10551229,24232751,way
981,Q10551380,2504663679,node
982,Q10551422,264900335,node
983,Q10551451,2503042917,node
984,Q10551457,53093415,way
985,Q18291547,464448108,way
986,Q10551511,28621537,way
987,Q10551558,217676181,way
